TITOLO,ISSN
STUDI FILOSOFICI,1124-1047
STUDI FRANCESCANI,0392-727X
STUDI FRANCESI,0039-2944
STUDI GERMANICI,0039-2952
STUDI GOLDONIANI,2280-4838
STUDI GREGORIANI,0394-2325
STUDI INTERCULTURALI,2281-1273
STUDI IRLANDESI,2239-3978
STUDI ISPANICI,0585-492X
STUDI ITALIANI,.
STUDI ITALIANI,1121-0621
STUDI ITALIANI DI FILOLOGIA CLASSICA,0039-2987
STUDI ITALIANI DI LINGUISTICA TEORICA E APPLICATA,0390-6809
STUDI ITALO-TEDESCHI,0394-2333
STUDI JUNGHIANI,1828-5147
STUDI LATINOAMERICANI/ESTUDIOS LATINOAMERICANOS,1827-1499
STUDI LEOPARDIANI,1720-5778
STUDI LINGUISTICI E FILOLOGICI ON LINE,1724-5230
STUDI LINGUISTICI ITALIANI,0394-3569
STUDI LINGUISTICI SALENTINI,0391-1640
STUDI MAGREBINI,0585-4954
STUDI MARINIANI,1125-0321
STUDI MEDIEVALI,0391-8467
STUDI MEDIEVALI E MODERNI,1593-0947
STUDI MEDIEVALI E UMANISTICI,2035-3774
STUDI MEDIOLATINI E VOLGARI,0585-4962
STUDI MICENEI ED EGEO-ANATOLICI,1126-6651
STUDI MISCELLANEI,0081-6191
STUDI MONTEFELTRANI,0394-5499
STUDI MUSICALI,0391-7789
STUDI NEOCLASSICI,2420-8264
STUDI NORDICI,1128-0107
STUDI NOVECENTESCHI,0303-4615
STUDI PASOLINIANI,1972-473X
STUDI PASOLINIANI,1973-3232
STUDI PERGOLESIANI,1826-8021
STUDI PETRARCHESCHI,1128-2045
STUDI PIEMONTESI,0392-7261
STUDI PUCCINIANI,1724-2401
STUDI RINASCIMENTALI,1724-6164
STUDI RINASCIMENTALI,1824-1948
STUDI ROMAGNOLI,0081-6205
STUDI ROMANI,0039-2995
STUDI SALENTINI,0039-3002
STUDI SARDI,2037-4232
STUDI SECENTESCHI,0081-6248
STUDI SENESI,0039-3010
STUDI SETTECENTESCHI,0392-7326
STUDI SLAVISTICI,1824-7601
STUDI SLAVISTICI,1824-761X
STUDI STORICI,0039-3037
STUDI SUL BOCCACCIO,0585-4997
STUDI SUL SETTECENTO E L'OTTOCENTO. RIVISTA INTERNAZIONALE DI ITALIANISTICA,1828-2156
STUDI SUL SETTECENTO E L'OTTOCENTO. RIVISTA INTERNAZIONALE DI ITALIANISTICA,1970-2213
STUDI SUL SETTECENTO ROMANO,1124-3910
STUDI SULLA FORMAZIONE,1127-1124
STUDI SULL'INTEGRAZIONE EUROPEA,1970-0903
STUDI SULL'ORIENTE CRISTIANO,1127-2171
STUDI TANATOLOGICI,1971-5684
STUDI TASSIANI,0081-6256
STUDI TASSIANI SORRENTINI,1593-2451
STUDI TIZIANESCHI,.
STUDI TRENTINI DI SCIENZE NATURALI. ACTA GEOLOGICA,0392-0534
STUDI TRENTINI DI SCIENZE STORICHE. SEZIONE PRIMA,0392-0690
STUDI TRENTINI DI SCIENZE STORICHE. SEZIONE SECONDA,0392-0704
STUDI TRENTINI. ARTE,2239-9712
STUDI TRENTINI. STORIA,2240-0338
STUDI UMANISTICI,1126-7259
STUDI UMANISTICI PICENI,1126-4764
"STUDI URBINATI B, SCIENZE UMANE E SOCIALI",1125-2057
STUDI VENEZIANI,0392-0437
STUDI VERDIANI,0393-2532
STUDIA ALBANICA,0585-5047
STUDIA AMBROSIANA,2281-3748
STUDIA ASIATICA,1582-9111
STUDIA AUREA,1988-1088
STUDIA AUSTRIACA,1593-2508
STUDIA BORROMAICA,1128-7039
STUDIA ET DOCUMENTA HISTORIAE ET IURIS,1026-9169
STUDIA ETYMOLOGICA CRACOVIENSIA,1427-8219
STUDIA GERMANICA POSNANIENSIA,0137-2467
STUDIA GRAECO-ARABICA,2239-012X
STUDIA GRAECO-ARABICA,2281-2687
STUDIA HISTORICA. HISTORIA ANTIGUA,0213-2052
STUDIA HISTORICA. HISTORIA CONTEMPORANEA,0213-2087
STUDIA IRANICA,0221-5004
STUDIA JUDAICA,1221-5163
STUDIA LINGUISTICA,0039-3193
STUDIA LULLIANA,1132-130X
STUDIA MONASTICA,0039-3258
STUDIA MUSICOLOGICA,1788-6244
STUDIA NEOPHILOLOGICA,0039-3274
STUDIA NEOPHILOLOGICA,1651-2308
STUDIA NORWIDIANA,0860-0562
STUDIA OLIVERIANA,0562-2964
STUDIA ORONTICA,.
STUDIA PATAVINA,0039-3304
STUDIA PHILOLOGICA VALENTINA,1135-9560
STUDIA PUNICA,1121-1032
STUDIA ROMANICA ET ANGLICA ZAGRABIENSIA,0039-3339
STUDIA ROMANICA POSNANIENSIA,0137-2475
STUDIA RUSSICA,0139-0287
STUDIA SLAVICA ACADEMIAE SCIENTIARUM HUNGARICAE,0039-3363
STUDIA SPINOZANA,0179-3896
STUDIA THEODISCA,1593-2478
"STUDIA UNIVERSITATIS ""PETRU MAIOR"". HISTORIA",1582-8433
STUDIA UNIVERSITATIS BABEŞ-BOLYAI. HISTORIA ARTIUM,1844-7465
STUDIA UNIVERSITATIS BABES-BOLYAI. PHILOLOGIA,1220-0484
STUDIA UNIVERSITATIS BABES-BOLYAI. PHILOLOGIA,2065-9652
STUDIA Z FILOLOGII POLSKIEJ I SLOWIANSKIEJ,0081-7090
STUDIEN ZUR ALTAGYPTISCHEN KULTUR,0340-2215
STUDIES IN AFRICAN LINGUISTICS,0039-3533
STUDIES IN AMERICAN INDIAN LITERATURES,0730-3238
STUDIES IN AMERICAN INDIAN LITERATURES,1548-9590
STUDIES IN COMICS,2040-3232
STUDIES IN COMMUNICATION SCIENCES,1424-4896
STUDIES IN CONSERVATION,0039-3630
STUDIES IN DOCUMENTARY FILM,1750-3280
"STUDIES IN ENGLISH LITERATURE, 1500-1900",0039-3657
STUDIES IN GESTALT THERAPY,1972-4241
STUDIES IN HISPANIC AND LUSOPHONE LINGUISTICS,1939-0238
STUDIES IN ICONOGRAPHY,0148-1029
STUDIES IN LANGUAGE,0378-4177
"STUDIES IN LOGIC, GRAMMAR AND RHETORIC",0860-150X
STUDIES IN PHILOLOGY,0039-3738
STUDIES IN ROMANTICISM,0039-3762
STUDIES IN SCOTTISH LITERATURE,0039-3770
STUDIES IN SECOND LANGUAGE ACQUISITION,0272-2631
STUDIES IN SECOND LANGUAGE LEARNING AND TEACHING,2083-5205
STUDIES IN SHORT FICTION,0039-3789
STUDIES IN THE HISTORY OF ART,0091-7338
STUDIES IN THE HISTORY OF GARDENS & DESIGNED LANDSCAPES,1460-1176
STUDIES IN THE LITERARY IMAGINATION,0039-3819
STUDIES IN THE NOVEL,0039-3827
STUDIES IN THEATRE AND PERFORMANCE,1468-2761
STUDIES IN TRANSLATION HISTORY,.
STUDIES IN TRAVEL WRITING,1364-5145
STUDIES IN TRAVEL WRITING,1755-7550
"STUDIES IN VARIATION, CONTACTS AND CHANGE IN ENGLISH",1797-4453
STUDIES OF THE DEPARTMENT OF AFRICAN LANGUAGES AND CULTURES,0860-4649
STUDIES ON VOLTAIRE AND THE EIGHTEENTH CENTURY,0435-2866
STUDII CLASICE,0081-8844
STUDII DE GRAMATICĂ CONTRASTIVĂ,1584-143X
STUDII DE LINGVISTICA,2248-2547
STUDII DE STIINTA SI CULTURA,1841-1401
STUDII ŞI CERCETĂRI FILOLOGICE SERIA LIMBI ROMANICE,1843-3979
STUDII SI CERCETARI LINGVISTICE,0039-405X
STUDIME FILOLOGJIKE,0563-5780
STUDIOLO,1635-0871
STUDIUM,0039-4130
STUDIUM,1722-6910
STUDIUM PHILOSOPHICUM,1721-3495
STUDJ ROMANZI,0391-1691
STURZFLUEGE,.
STYLE,0039-4238
SUBARTU,1780-3233
SUBJECTIVITY,1755-6341
SUBSIDIA MUSICA VENETA,1128-9252
SUB-STANCE,0049-2426
SUDAN & NUBIA,1369-5770
SUDHOFFS ARCHIV,0039-4564
SULLA VIA DEL CATAI,1970-3449
SUMER,0081-9271
SUNGKYUN JOURNAL OF EAST ASIAN STUDIES,1598-2661
SUONO SONDA,.
SUPOSTAVITELNO EZIKOZNANIE,0204-8701
SUPPLEMENTA ITALICA,0394-4824
SURFACE AND INTERFACE ANALYSIS,0142-2421
SURFACE ENGINEERING,0267-0844
SURGERY,0039-6060
SURGICAL AND RADIOLOGIC ANATOMY,0930-1038
SUVREMENA LINGVISTIKA,0586-0296
SVESKE,0353-5525
SVESKE ZADUZBINE IVE ANDRICA,0352-0862
SWAHILI FORUM,1614-2373
SWIF. SERVIZIO WEB ITALIANO PER LA FILOSOFIA,1126-4780
SYGCHRONA THEMATA,1105-431X
SYLLOGE EPIGRAPHICA BARCINONENSIS,2013-4118
SYLLOGE EPIGRAPHICA BARCINONENSIS,2014-8151
SYMBIOSIS,1362-7902
SYMBOLAE ANTIQUARIAE,1972-6538
SYMBOLAE OSLOENSES,0039-7679
SYMBOLAE PHILOLOGORUM POSNANIENSIUM GRAECAE ET LATINAE,0302-7384
SYMBOLISM,1528-3623
SYMBOLON,1126-0173
SYMPLOKE,1069-0697
SYMPOSIUM,2037-1152
SYNERGIES EUROPE,1951-6088
SYNERGIES FRANCE,1766-3059
SYNERGIES ITALIE,1724-0700
SYNERGIES ITALIE,2260-8087
SYNERGIES MONDE,1951-6908
SYNERGIES MONDE ARABE,1766-2796
SYNERGIES MONDE MÉDITERRANÉEN,2110-6126
SYNERGIES PAYS RIVERAINS DE LA BALTIQUE,1768-2649
SYNERGIES ROUMANIE,1841-8333
SYNERGIES VENEZUELA,1856-0350
SYNTAX,1368-0005
SYNTHESE,0039-7857
SYN-THÈSES,1791-6747
SYNTHESIS,0256-7245
SYRIA,0039-7946
SYSTEM,0346-251X
SZÉPIRODALMI FIGYELŐ,1585-3829
TABULAE,2240-0230
TAFTER JOURNAL,1974-563X
TAIWAN JOURNAL OF LINGUISTICS,1729-4649
TALANTA,0039-9140
TALIA DIXIT,1886-9440
TALLER DE LETRAS,0716-0798
TANGENCE,1189-4563
TANGENCE,1710-0305
TANULMÁNYOK,0354-9690
TARAS,0393-0270
TARGET,0924-1884
TC,1089-7747
TDR,1054-2043
TEACHING PHILOSOPHY,0145-5788
TEATRO,1132-2233
TEATRO DE PALABRAS,1911-0804
TEATRO E STORIA,0394-6932
TEATRO XXI,0328-9230
TEATRON,0351-7500
TECHNAI,2036-8097
TECHNOETIC ARTS,1477-965X
TECLA. RIVISTA,2038-6133
TECNOSCIENZA,2038-3460
TECTONOPHYSICS,0040-1951
TEKMĪRIA,1106-661X
TEKSTY DRUGIE,0867-0633
TELEVISION & NEW MEDIA,1527-4764
TEMAS,0864-134X
TEMESWARER BEITRÄGE ZUR GERMANISTIK,1453-7621
TÉMOIGNER,2031-4183
TEMPI & CULTURA,1826-5294
TEMPO E ARGUMENTO,2175-1803
TEMPO PRESENTE,0040-3059
TEMPORIS SIGNA,1970-514X
TENDENZE NUOVE,1010-1010
TENNYSON RESEARCH BULLETIN,0082-2841
TENSO,0890-3352
TENSO,1944-0146
TENZONE,1576-9216
TEORIA,1122-1259
TEORIA DEL DIRITTO E DELLO STATO,1721-8098
TEORIA E STORIA DEL DIRITTO PRIVATO,2036-2528
TEORIÂ MODY,1992-5646
TERESA,1517-9737
TERMINOLOGY,0929-9971
TERRA D'AFRICA,1124-125X
TERRA D'ESTE,1127-2910
TERRA NOVA,0954-4879
TERRITOIRES CONTEMPORAINS,1961-9944
TERRITORIO,1825-8689
"TERRITORIO, SOCIEDAD Y PODER",1886-1121
TERZO MILLENNIO,2038-0070
TERZO OCCHIO,0390-0355
TESL-EJ,1072-4303
TESOL IN CONTEXT,1030-8385
TESOL QUARTERLY,0039-8322
TESOL SPAIN NEWSLETTER,1575-8044
TESS RIVISTA DI TEATRO E SPETTACOLO,1972-3636
TESTI E LINGUAGGI,1974-2886
TESTO,1123-4660
TESTO & SENSO,1592-646X
TESTO & SENSO,2036-2293
TESTO A FRONTE,1128-238X
TESTUALE,1128-9317
TEXT & TALK,1860-7330
TEXT & TALK,1860-7349
TEXT + KRITIK,0040-5329
TEXT MATTERS,2083–2931
TEXTES D'ANTIPAS,1373-1505
TEXTES ET DOCUMENTS POUR LA CLASSE,0395-6601
TEXTILE HISTORY,0040-4969
TEXTIMAGE,1954-3840
TEXTO !,1773-0120
TEXTO POÉTICO,1808-5385
TEXTOS DE LA CIBERSOCIEDAD,1577-3760
TEXTOS E PRETEXTOS,1645-6017
TEXTUAL CULTURES,1559-2936
TEXTUAL PRACTICE,0950-236X
TEXTUAL PRACTICE,1470-1308
TEXTUEL 34/44,0766-4451
TEXTURA,1518-4919
TEXTUS,0082-3767
TEXTUS,1824-3967
TEXTYLES,0776-0116
THALASSA,0865-9362
THE AMERICAN HISTORICAL REVIEW,0002-8762
THE AMERICAN JOURNAL OF EMERGENCY MEDICINE,0735-6757
THE AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY,0195-7910
THE AMERICAN JOURNAL OF MEDICINE,0002-9343
THE ANACHRONIST,1219-2589
THE ANATOMICAL RECORD,1932-8486
THE ANCIENT HISTORY BULLETIN,0835-3638
THE ANCIENT WORLD,0160-9645
THE ANDROMEDA SOCIETY GAZETTE,.
THE ANNUAL OF THE BRITISH SCHOOL AT ATHENS,0068-2454
THE ANTIQUARIES JOURNAL,0003-5815
THE ANTIQUARIES JOURNAL,1758-5309
THE ART BULLETIN,0004-3079
THE ART BULLETIN,1559-6478
THE BECKETT CIRCLE,0732-2224
THE BEN JONSON JOURNAL,1079-3453
THE BIBLICAL ARCHAEOLOGY REVIEW,0098-9444
THE BLACK SCHOLAR,0006-4246
THE BOTTLE IMP,1754-1514
THE BULLETIN OF THE AMERICAN SOCIETY OF PAPYROLOGISTS,0003-1186
THE BULLETIN OF THE AMERICAN SOCIETY OF PAPYROLOGISTS,1938-6958
THE BURLINGTON MAGAZINE,0007-6287
THE BURLINGTON MAGAZINE,2044-9925
THE BYRON JOURNAL,0301-7257
THE CALCUTTA HISTORICAL JOURNAL,0254-9794
THE CAMBRIDGE CLASSICAL JOURNAL,1750-2705
THE CAMBRIDGE CLASSICAL JOURNAL,2047-993X
THE CANADIAN JOURNAL OF IRISH STUDIES,0703-1459
THE CARDOZO ELECTRONIC LAW BULLETIN,1128-322X
THE CATHOLIC BIBLICAL QUARTERLY,0008-7912
THE CHIMAERA,.
THE CLASSIC VOICE,1592-0186
THE CLASSICAL BULLETIN,0009-8337
THE CLASSICAL JOURNAL,0009-8353
THE CLASSICAL QUARTERLY,1471-6844
THE CLASSICAL REVIEW,0009-840X
THE CLASSICAL WORLD,0009-8418
THE COLERIDGE BULLETIN,0968-0551
THE COMPARATIST,0195-7678
THE DALHOUSIE REVIEW,0011-5827
THE DRAMA REVIEW,1531-4715
THE EDGAR ALLAN POE REVIEW,2150-0428
THE EDINBURGH JOURNAL OF GADDA STUDIES,1476-9859
THE EGYPTIAN JOURNAL OF ENVIRONMENTAL CHANGE,2090-2271
THE ELECTRONIC BRITISH LIBRARY JOURNAL,1478-0259
THE ENGLISH TEACHER,1513-0630
THE EUGENE O'NEILL REVIEW,1040-9483
THE EUROPEAN ARCHAEOLOGIST,1022-0135
"THE EUROPEAN LEGACY, TOWARD NEW PARADIGMS",1084-8770
THE EUROPEAN PHYSICAL JOURNAL PLUS,2190-5444
THE FLORENTINE,.
THE FRENCH REVIEW,0016-111X
THE GALPIN SOCIETY JOURNAL,0072-0127
THE GEORGIAN GROUP JOURNAL,0963-1070
THE GERMAN QUARTERLY,0016-8831
THE GERMANIC REVIEW,0016-8890
THE GROVE,1137-005X
THE HARDY SOCIETY JOURNAL,1746-4617
THE HARVARD THEOLOGICAL REVIEW,0017-8160
THE HENRY JAMES REVIEW,0273-0340
THE HENRY JAMES REVIEW,1080-6555
THE HISTORICAL JOURNAL,0018-246X
THE HOLOCENE,0959-6836
THE HUNTINGTON LIBRARY QUARTERLY,0018-7895
THE HUNTINGTON LIBRARY QUARTERLY,1544-399X
THE ICFAI JOURNAL OF HISTORY AND CULTURE,0973-8517
THE INA QUARTERLY,1090-2635
THE INDIAN HISTORICAL REVIEW,0376-9836
THE INFORMATION SOCIETY,0197-2243
"THE INTERNATIONAL ARCHIVES OF THE PHOTOGRAMMETRY, REMOTE SENSING AND SPATIAL INFORMATION SCIENCES",1682-1777
THE INTERNATIONAL COMMUNICATION GAZETTE,1748-0485
THE INTERNATIONAL HISTORY REVIEW,0707-5332
THE INTERNATIONAL JOURNAL OF CHILDREN'S RIGHTS,0927-5568
THE INTERNATIONAL JOURNAL OF LEARNING,1447-9494
THE INTERNATIONAL JOURNAL OF NAUTICAL ARCHAEOLOGY,1057-2414
THE INTERNATIONAL JOURNAL OF THE ARTS IN SOCIETY,1833-1866
THE INTERNATIONAL JOURNAL OF THE HUMANITIES,1447-9508
THE INTERNATIONAL SPECTATOR,0393-2729
THE INTERPRETER AND TRANSLATOR TRAINER,1750-399X
THE INTERPRETER AND TRANSLATOR TRAINER,1757-0417
THE INTERPRETERS' NEWSLETTER,1591-4127
THE ITALIANIST,0261-4340
THE ITALIANIST,1748-619X
THE JOURNAL OF AESTHETICS AND ART CRITICISM,0021-8529
THE JOURNAL OF ARCHITECTURE,1360-2365
THE JOURNAL OF ARCHITECTURE,1466-4410
THE JOURNAL OF BUSINESS COMMUNICATION,0021-9436
THE JOURNAL OF COMPUTER INFORMATION SYSTEMS,0887-4417
THE JOURNAL OF CONSUMER RESEARCH,0093-5301
THE JOURNAL OF CONTEMPORARY LITERATURE,.
THE JOURNAL OF CRANIOFACIAL SURGERY,1049-2275
THE JOURNAL OF CULTURAL MEDIATION,2239-2769
THE JOURNAL OF DESIGN,.
THE JOURNAL OF EGYPTIAN ARCHAEOLOGY,0307-5133
THE JOURNAL OF ENGLISH AND GERMANIC PHILOLOGY,0363-6941
THE JOURNAL OF ENGLISH AND GERMANIC PHILOLOGY,1945-662X
THE JOURNAL OF INDIAN WRITING IN ENGLISH,0302-1319
THE JOURNAL OF INDO-EUROPEAN STUDIES,0092-2323
THE JOURNAL OF INTERCULTURAL STUDIES,0388-0508
THE JOURNAL OF JEWISH STUDIES,0022-2097
THE JOURNAL OF MEDIA LITERACY EDUCATION,2167-8715
THE JOURNAL OF MEDIEVAL LATIN,0778-9750
THE JOURNAL OF MOVING IMAGE STUDIES,.
THE JOURNAL OF MUSICOLOGY,0277-9269
THE JOURNAL OF NEUROSCIENCE,0270-6474
THE JOURNAL OF POPULAR CULTURE,0022-3840
THE JOURNAL OF SPECIALISED TRANSLATION,1740-357X
THE JOURNAL OF THE INTERNATIONAL ASSOCIATION OF BUDDHIST STUDIES,0193-600X
THE JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE,1359-0987
THE JOURNAL OF TRANSNATIONAL AMERICAN STUDIES,1940-0764
THE LANCET,0140-6736
THE LINGUIST,0268-5965
THE LONDON REVIEW OF BOOKS,0260-9592
THE MAGHREB REVIEW,0309-457X
THE MAHACHULALONGKORN JOURNAL OF BUDDHIST STUDIES,.
THE MEDAL,0263-7707
THE MEDIAEVAL JOURNAL,2033-5385
THE MEDIEVAL REVIEW,1096-746X
THE MODERN LANGUAGE JOURNAL,0026-7902
THE MODERN LANGUAGE REVIEW,2222-4319
THE MUSLIM WORLD,0027-4909
THE NATHANIEL HAWTHORNE REVIEW,0890-4197
THE NATION,0027-8378
THE NEW GRIFFON. NEW SERIES,1107-3136
THE NEW SOUNDTRACK,2042-8855
THE NEW YORKER,0028-792X
THE NEWSTEAD BYRON SOCIETY REVIEW,.
THE OPEN APPLIED LINGUISTICS JOURNAL,1874-9135
THE OPERA QUARTERLY,0736-0053
THE ORGAN YEARBOOK,0920-3192
THE OSCHOLARS,2045-0753
THE PAPERS OF THE BIBLIOGRAPHICAL SOCIETY OF AMERICA,0006-128X
THE PHONETICIAN,0741-6164
THE PHOTOGRAMMETRIC RECORD,0031-868X
THE PLAN,1720-6553
THE PRAGUE BULLETIN OF MATHEMATICAL LINGUISTICS,0032-6585
THE RADIO JOURNAL,1476-4504
THE RADIO JOURNAL,2040-1388
THE RAYMOND CARVER REVIEW,1940-6126
THE READING MATRIX,1533-242X
THE REGISTER OF THE SPENCER MUSEUM OF ART,0733-866X
THE ROPE,.
THE RUSSIAN REVIEW,0036-0341
THE RUSSIAN REVIEW,1467-9434
THE SCENOGRAPHER,1722-6694
THE SIGN LANGUAGE TRANSLATOR AND INTERPRETER,1750-3981
THE SIXTEENTH CENTURY JOURNAL,0361-0160
THE SOUTH ATLANTIC QUARTERLY,0038-2876
THE SOUTH CAROLINA REVIEW,0038-3163
THE STUDIA PHILONICA ANNUAL,1052-4533
THE TEACHER TRAINER,0951-7626
THE TIBET JOURNAL,0970-5368
THE TRANSLATOR,1757-0409
THE UPSTART CROW,0886-2168
THE WALLACE STEVENS JOURNAL,0148-7132
THE YALE REVIEW,0044-0124
THE YEARBOOK OF ENGLISH STUDIES,0306-2473
THE YEAR'S WORK IN MODERN LANGUAGE STUDIES,0084-4152
THEATRALIA,1576-1754
THÉÂTRE ET DRAME MUSICAL,1762-9403
THEATRE JOURNAL,0192-2882
THEATRE RESEARCH INTERNATIONAL,0307-8833
THEATRE RESEARCH INTERNATIONAL,1474-0672
THEATRE SURVEY,0040-5574
THEATRE SURVEY (ONLINE),1475-4533
THÉÂTRE/PUBLIC,0335-2927
THÉLÈME,1139-9368
THEOLOGICA & HISTORICA,1973-6193
THEOLOGISCHE ZEITSCHRIFT,0040-5701
THEORETICAL LINGUISTICS,0301-4428
THEORETICAL LINGUISTICS,1613-4060
THEORY & EVENT,1092-311X
THEORY AND SOCIETY,0304-2421
THEORY AND SOCIETY,1573-7853
THEORY CULTURE & SOCIETY,0263-2764
"THEORY, CULTURE & SOCIETY",1460-3616
THEOTOKOS,1720-9137
THERMOCHIMICA ACTA,0040-6031
THESAURISMATA,0082-4097
THETIS,0945-8549
THIASOS,2279-7297
THIRD WORLD QUARTERLY,0143-6597
THL2,1787-1417
THOMAS HARDY JOURNAL,0268-5418
THOMAS-MANN-JAHRBUCH,0935-6983
THULE. RIVISTA ITALIANA DI STUDI AMERICANISTICI,1126-8611
TICONTRE,2284-4473
TIERRA Y TECNOLOGÍA,1131-5016
TIJDSCHRIFT VOOR FILOSOFIE,1370-575X
TIJDSCHRIFT VOOR NEDERLANDSE TAAL-EN LETTERKUNDE,0040-7550
TILTAI,1392-3137
TINTAS. QUADERNI DI LETTERATURE IBERICHE E IBEROAMERICANE,2240-5429
TINTAS. QUADERNI DI LETTERATURE IBERICHE E IBEROAMERICANE,2240-5437
TIPOFILOLOGIA,1971-9086
TIPOFILOLOGIA,2035-3065
TIRATURE ...,.
TIROLER HEIMATBLÄTTER,0040-8115
TISSUE & CELL,0040-8166
TISZATÁJ,0133-1167
TITOLO,1120-5539
TLS. TIMES LITERARY SUPPLEMENT,0307-661X
TO ARHAIOLOGIKO ERGO STĒ MAKEDONIA KAI THRAKĒ,1106-5311
TO DENTRO,1108-4855
TODOMODO,2240-3191
TOKYO KEIZAI DAIGAKU JIMBUN SHIZEN KAGAKU RONSHŪ,0495-8012
TONOS DIGITAL,1577-6921
TOPLUMSAL TARIH,1300-7025
TOPOI,0167-7411
TOPOI,1572-8749
TOPOI ORIENT OCCIDENT,1161-9473
TOPOI ORIENT OCCIDENT. SUPPLÉMENT,1764-0733
TORONTO SLAVIC QUARTERLY,1708-4156
TORRICELLIANA,1827-4919
TOURISM REVIEW INTERNATIONAL,1544-2721
TOWANDA,1592-212X
TOXICOLOGY IN VITRO,0887-2333
TRABAJOS DE PREHISTORIA,0082-5638
TRABALHOS DE LINGUÍSTICA APLICADA,2175-764X
TRACES IN TIME,2038-7709
TRADITIO,0362-1529
TRADITIO,2166-5508
TRADITIONAL SOUTH ASIAN MEDICINE,1618-1522
TRADITIONES,0352-0447
TRADTERM,0104-639X
TRADUÇÃO EM REVISTA,1808-6195
TRADUIRE,0395-773X
TRADURRE,2239-2920
TRADUTTOLOGIA,2037-4291
TRAME DI LETTERATURA COMPARATA,1720-5417
TRANEL,1010-1705
TRANS,1137-2311
TRANS,1697-0101
TRANS,1778-3887
TRANS. INTERNET-ZEITSCHRIFT FÜR KULTURWISSENSCHAFTEN,1560-182X
TRANSACTIONS OF THE AMERICAN PHILOLOGICAL ASSOCIATION,0360-5949
TRANSACTIONS OF THE AMERICAN PHILOLOGICAL ASSOCIATION,1533-0699
TRANSACTIONS OF THE PHILOLOGICAL SOCIETY,0079-1636
TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,0035-9203
TRANSALPINA,1278-334X
TRANSCARPATHICA,1583-6592
TRANSEUPHRATÈNE.,0996-5904
TRANSIT,1551-9627
TRANSITION STUDIES REVIEW,1614-4007
TRANSITIONS,1557-2277
TRANS-KOM,1867-4844
TRANSLATION & INTERPRETING,1836-9324
TRANSLATION AND INTERPRETING STUDIES,1932-2798
TRANSLATION AND LITERATURE,0968-1361
TRANSLATION JOURNAL,1536-7207
TRANSLATION PERSPECTIVES,0890-4758
TRANSLATION REVIEW,0737-4836
TRANSLATION STUDIES,1478-1700
TRANSLATION STUDIES,1751-2921
TRANSLATION STUDIES IN THE NEW MILLENNIUM,1304-2688
TRANSLATOR,1355-6509
TRANSLITTÉRATURE,1148-1048
TRANSPOSTCROSS,2281-1966
TRANSTEXT(E)S TRANSCULTURES,2105-2549
TRANSVERSE,1710-4394
TRANSYLVANIAN REVIEW,1221-1249
TRAS-FORUM CULTUREL,1128-5451
TRASPARENZE,1723-9362
TRATTI,2038-4750
TRAVAUX & DOCUMENTS,1247-1194
TRAVAUX DE DIDACTIQUE DU FRANÇAIS LANGUE ÉTRANGÈRE,0765-1635
TRAVAUX DE LITTERATURE,0995-6794
TRAVAUX ET MÉMOIRES,0577-1471
TRAVAUX PRÉSENTÉS PAR LES MEMBRES DE LA SOCIÉTÉ...,0245-3665
TRENDS IN CLASSICS,1866-7473
TRENDS IN CLASSICS,1866-7481
TRENDS IN COGNITIVE SCIENCES,1364-6613
TRIBÜNE,1608-5884
TRICEVERSA,1981-8432
TRICKSTER,1972-6767
TRIMESTRE,0393-408X
TRÍPODOS,1138-3305
TROIANALEXANDRINA,1577-5003
TROIANALEXANDRINA,2507-0495
TROPISMES,0761-2591
TRÒPOS,2036-542X
TRUDY OTDELA DREVNERUSSKOI LITERATURY,0130-464X
TTR,0835-8443
TTR,1708-2188
TÜBA KÜLTÜR ENVANTERI DERGISI,1304-2440
TÜBA-AR,1301-8566
TURCICA,0082-6847
TÜRK ESKIÇAĞ BILIMLERI ENSTITÜSÜ HABERLER,.
TURKIC LANGUAGES,1431-4983
TURKISH ONLINE JOURNAL OF DISTANCE EDUCATION,1302-6488
TUTOR,1971-7296
TYCHE,1010-9161
UČENYE ZAPISKI KAZANSKOGO UNIVERSITETA. SERIJA GUMANITARNYE NAUKI,1815-6126
UGARIT-FORSCHUNGEN,0342-2356
"ÚJ DUNATÁJ",1416-1346
ULUSLARARASI SOSYAL ARAŞTIRMALAR DERGİSİ,1307-9581
UMJETNOST RIJEČI,0503-1583
UNCLOSED.EU,2284-0435
UNDERWATER TECHNOLOGY,1756-0543
UNIVERSITÀ E SCUOLA,1124-5492
UNIVERSITY MUSEUMS AND COLLECTIONS JOURNAL,.
UNIVERSITY MUSEUMS AND COLLECTIONS JOURNAL,2071-7229
UNIVERSITY OF BUCHAREST REVIEW,1454-9328
UOMO & CULTURA,0566-8794
URBAN HISTORY,0963-9268
URBAN HISTORY,1469-8706
URBANISTICA,0042-1022
URBANISTICA DOSSIER,1128-8019
URBANITIES,2239-5725
URDIMENTO,1414-5731
UROLOGY,0090-4295
US-CHINA FOREIGN LANGUAGE,1539-8080
USER MODELING AND USER-ADAPTED INTERACTION,0924-1868
US-EXPORTBESTIMMUNGEN,1611-4000
